Comment,Abusive
Still watching even after watching this 🏼,No
Endhi bayya ratri nidra pattatleda,No
"Hallucination, last stage of hallucination.",No
Nuv kuttha muskoni kurcho ane dialogue,Yes
lanja munda,Yes
munda,Yes
Ayepoyav ra nv ma akka nee medha case peduthundi,No
I need Chandrayaan 3 updates coz i want to go moon,No
3 movie 2 bro,No
Brooooooooo,No
Vamoo butulu vinaleka sacha,No
,
kojja na kodaka,Yes
Same Nadi ede bhada bro,No
Superb performance,No
lanjakodaka,Yes
Valla real accounts chudali okasari inka kalekatham dhukan bandh,No
Valla accounts nunchi oche videos kante trollers nunchi oche videos ekkuva unnai,No
,
Jara Aathu Ajay Gadni Kuda Esko Bro,Yes
lamdi kodaka,Yes
Tv lo aa song padina vadi Details unte cheppu bro ..break eddam,No
Nijamga naki kuda elage jaruguthundhi bro,No
Abba 6 antey sharp 6 ki emanna release chestava bro videos...,No
Enti bro nuvvu asalu nuvvu nee acting  Super telusa navvaleka poyanu,No
Endhi bayya insta lo okate music,No
నవ్వలేక చస్తే ఎవరు బ్రో గ్యారెంటీ,
Kurchini madatha petti dengithe ....antha set avvudhi,Yes
arey nuv kuda tayaratav lastu ki.....ah lawda reels chdatam aapu,Yes
.stollen_.man,
na kodaka,Yes
phalthu ga,Yes
faltu ga,Yes
Reelophobia antar ra babu,No
Singer Instagram I'd chepu bro,No
Navvi navvi sachipothe evaridhi responsibility,No
Neku reels phobia pattindi ani yepudu iyna annana,No
prathi sari thop content tho vasthav,No
Aa singer medaa party 2 plan chey broo manchi stuff,No
Iragadeesav,No
now day and night only one dailogue in minds : Aa kurchi madatha peti dengithe medall  iriginay,Yes
Bro got traumatized,No
Youer videos,No
I am big fan of you Dinesh Anna,No
Kurichinii madatha petti dengithey Madallu erigipoyinayiii...,Yes
follow dengu ra page manchi content undi,Yes
Vertical touch Anna,No
Nice bro,No
"3""movie Herotipe lo ayipoyav mawa  ",No
Halusion Instagram halusion,No
,
Broo,No
,
Endi anna e time lo upload chesedu,No
E  reels sangathi emo gani nee expressions super anna,No
,
Eyyyyyyy,No
Kukka vs pandi akka    eeyy eyyy..,No
Public nazar appudu ni narala paina ne untadi akko,No
Japan Vallu ededo kanipedthe Anna Idi kani pettadu annamata,No
Id’s please ??,No
valammo,No
Chi amma em torcher ra,No
Independence roju ee torture eandi guru,No
Me to them: Ante final ga meru meruuu🚶,No
Eeeeeiiiiii,No
Nibbi lu edharu kalisi tittukuntunaru ga,No
Status lo thittukovadam old style eppudu reels lo,No
Ante final ga meru meruuuuu,No
Truly  content matram keko keka,No
afrree vilanu dengandra plszzz edharu kalsi,Yes
మావా వాళ్ళ ఇద్దరు ఒకటి అయిపోయారు ఇక నీకు ఉన్నదే,
Part 4 please,No
Hahahh,No
It's her choice,No
,
Anna yattitude akka insta id cheppava,No
Vere level,No
Apandi ammo me badai inka,No
ఏయ్..... హా.....,
,
Attitude akka.... Insta id... Kavali,No
Arey entidhi kalisipoyara kompadhisi,No
Ithe trending la balayya babu ni pedudham … papa puk panchangame,Yes
,
Rey everra meranta,No
,
Abdul Kalam gaaru kalalu kanamannadu kni insta lo reels chesthu kathal dhengamanle... Guddha midha thanthe gaddha laaga egurutharu,No
Veellani kadu veela parents ki first counciling ippinchali...intha la pogarunna ammailani Ela talapogaru dinchalo....ammailantey attitude anukuntunnaremo cheeyethi namaskaram pettela samskaram undali.evaraina vellethi chipistey ..yedurinchey atmabhi manam undali...anthey kaani eyyy eyyy antu endhi eee pichi pichi video lu...veelani baristuna manaki yeppudu vimukhthi undo...,No
Okka thonda okka balli kottukunatunadhii,Yes
Naku telsi ee ammai oka park lo watchman bhaya,No
Okaru Naralakka Inkokaru Ura Kukka,No
Neve ga ingaa mothavari vee,No
Saripoyindhi iddarkiddharubokkalakkalu,No
"Na varaku ayithe attitude ane peru athevaley nibbi lu nibba lu , attitude anedhi mana behaviour lo vundali mana maname chepukotam kadhu I'm attitude girl/boy ani  ",No
"  , ._.prema",
Underwear epukoni tirugu munda,No
Nanu tesukoni po ....aiiya ghost hunt ki,No
My name is also alekhya,No
Mawa jagartha Mawa ghost hunting ante mamol vishyam ha,No
Madhyalo nannu enduku involve chestunnaru sir,No
Naku oka doubt dheyyaliki white dress evaru kontaru,No
vaadiki 90mm kuda sarpovu,Yes
Bahusaa dayyalaki debbesevadu veedenemo,No
Idi nammina vallu erri pukulu   deyal levu bokka ledhu pilla hucks lo idi okati anna motam scrap ey vadi videos anta chudadaniki time bokka,Yes
Vattakayalu chala jagartha bayyya,Yes
Vatakayilu touching video,Yes
Alekya ledhu Alexa ledhu guvva medha thannali...sollu gadu,Yes
Alekya endhi ra edho ni pellam ainattu,Yes
eyy alekhya eyy alekhya aagu,No
0.12,
ey alekhya agu,No
,
rey bacha chusi telsuko...oo ani chustav...gantalu gantalu...pilla bacha ga,No
Alekya antunaru inka nayam alexa analey,No
Anna vadina kosam vetaki digadu🌚,No
Alekya,No
420 roastings kuda nee channel ye ga bro,No
That dear and dashh,No
Veedu veedi sollu,No
Bro see the vasi vlogs please anna,No
301d meeru emaina plan cheskoni video create vhesthadu enti bro,No
,
"Anna bhyam ithundhi anna anna anna,____ ",No
,
Sollu gadu kadhu... sulli gadu,Yes
,
Perikesadu guthi,No
Wah vattalu touching ayya,Yes
Nijamga dhagarundi pindichav anna,No
Crying anna full ga,No
Kidney lo stones touching concept,No
Sharp time,No
"East or west, ma is best",No
Last lo avi Anni endhuku pithunnav ra petrol ayipoyindhi ani anali,No
Anna nuvu aryan ni roast chese reels veree level,No
Swaary ra,No
First comment vro,No
Swarry ra,No
Vattakayalu pindeyadam kadu bro  Attuluu gokadam concept,Yes
Vattakayalu pendesavu kadha ra,Yes
Kuttha muskoni chudu aa,Yes
Nuv ninna patina story ki entho expert chasamu bro ... But disapoint CHASAVu,No
Swary ra,No
Ela vastayo ilanti thoughts movie sentiment chidalem ikkada kudana,No
anna kotha concept tho vachadu chudu thammudu...,No
Disappointed mowa..,No
Bro add balu concept,No
super acting chesav ra,No
E video kosave chustunna anna,No
Vatta kaayalu pindesaav broo,Yes
chusi enjoy Chei Mowa Aryan Rajesh nee video anta,No
Full video mana channel lo undi mawa kani ekkuva mandi chudale andhuke insta lo petta,No
Last loo navuu agatledhu ra babuu...,No
Mosam mosam idhi pedda mosam ii video pathadhi,No
we enjoyed a lot sir,No
Navvapukuntunnau kadaraa...,No
Anni sarlu vaduthav bro kotha clips pettu,No
Bro already peytavuuu gaa,No
Aaaa kanlu enti anna bhayapettestavu chinnolani,No
A natanam start I'd ento chepandi ayyya,No
Bro political pina chey Bro,No
Mental mass anna chala Mandi ilane vunnaru erri puvvulu,Yes
We need more,No
Suddenga చూసి దడుసుకున్న బ్రో,
Super bro,No
ఇది anthaga లేదు bro,
Evara miruntha,No
Uppal Balu ni Baga roast chesav kadha bro,No
diineshuu rock's viewers shock,No
Adenti bro naralakka ni trash lo nunchi baitaki techesava,No
Surya Bhai will return with more raw facts,No
Face chudakunda kuda love chesina vallu untaru mawaaaa,No
Antha Harmones Aadinche Aata,No
"Face, figure choosi love chesthaam",No
"Character, heart choosi side ayipothaam",No
Face bagundi.. Figur bagundi sex cheskumdam antey ye pilla oppukodu kada bayya so love ani cheppali ega.... Ala cheppthaney set aithadi...... Pachi abadham antaru deenney kani market lo abadhalakey value undi demand kuda undi,Yes
Nijamenayyaa pulla roa....,No
Enna editing thalivaaaa picture perfect 🗿,No
Perfect bro,No
Vallu kuda ne income chuse commit avtaru babai!,No
"Face , figure ni chusi love chesnavante ni antha EP gaadundadu. In fact, physical things ki commit ayyavante nik inka Love age rale ani artham. Love is journey, if you feel amazed and grateful you’ll pick them up to your life.",Yes
Once endhukosam love chesaro aa pani aipoyaka. Aa face figure malli nachavu...ammailaina anthe abbailaina anthe,No
There are also people who genuinely love without seeing face and figure...andaru ani generalize cheydam correct kaadani na opinion,No
Dhenni chusi love chesina character lekapothe long run undadhu ayya,No
"Na gf ki face uu, shape uu rendu undav kani na mohaniki ade ekkuva ",No
Surya Bhai fits for every fact,No
"Matter Simple bro, Love Enduku Chesthunnav Ante Proper Reason Dorakakudadhu, Ala Dorikithe Adhi Love Kaadu, Infactuation, Lust, Ila Chala Names Unnay",No
Antha organic chemistry mowaa,No
Idhe reality mowa☣⚠,No
Nenu figure chusi love cheyyaledhi ayya,No
"Face bagunna character lekapothe love cheyyam ga bro ,rendu baguntene love chestham,vallaithe face , physic ,money choosi love chestharu mari dani sangathenti dani sangathenti",No
Surya bhai vomiting facts,No
Song matram enna sync,No
Nijamey bayyooo... true ga vuntey ee generation ammayilaki Nacharu... Dorikina Dani Dunney valey kavali ..,No
artham ayyinda paapa,No
"First face ,figure eh chustham character bad aithe vadhilestham ",No
Preminchadam chetakaaka leda mosapoyaka oche maatalu ivvi,No
not all mowa,No
Ekkuva mandhi face figure chusi love chestharu kani vallu job money chusthe values vankayalu gurinchi matladatham,No
"Face figure choosi love chestham, taruvta character lu bayata padina taruvta telusthundhi, a ammayi ayina open ayina taruvta okate ani",No
Yenni yenni yenni dharunalu saar,No
"Nii moothi meeda, evadu thengadu?",Yes
That kid: nekandukura erripuka,Yes
Ninu dengevalu unte bavunu bhayya,Yes
But bro still has a girlfriend and you don’t,No
Niku pilla undha mari neek endukuraa,No
Neeku asalu undi aa kojja gadila untav,Yes
Ekada dorukuthai ra babu,No
Poison option available------->>>>>>>,No
Still single oka like kotti dobbinchukondi.,No
Aa lanjakoduku chusaka naku anthe kopam ochindi,Yes
Love anta bro ala antav papam,No
Nenu moon paiki potaa annayyaaa,No
Karuvu anna manadi,No
Mee nibba jathini mingaa,Yes
"thana meeda pettina srada ni homework meeda peddithe ,repu class loo thana mundara teacher chetilo debbalu tinnavu I'm tellingg thattttt",No
Super comment bro,No
Reyy vaadi lover vaadi istam raa puka madyalo neek em Pani raa  poyyi vaani madda sikupoo raa erripuk lanja,Yes
deyyy,No
Bro talks like the nri pellikoduku in arjun reddy,No
Bro thought he did something. Use me as dislike button,No
ADI NUVE RA ERIPUKA,Yes
maatladadam nerchko bhayya nuv jara,No
"Rey nuvu account delete chey ra, eppudu pukuodla feed lo kanpisthu untavu",Yes
"Boothulu baaga matladutunnav nidra lechinappti nundi....... Confident ga cheptunna bro neeku ""Polling booth"" daggara, aakariki ""Milk Booth"" daggara kuda dog kante heenam ga chustaru Ninnu  ",No
nuve ra erri hooka,Yes
exactly,No
nee insta chat,No
Nve raa aa yerri puku frnd lanja vii,Yes
idi matram pakka,No
donga lanja,Yes
Bruh-,No
Bruh pin this before 1M,No
Areee nuvvu  🌈 GAY 🌈  aa ?,No
Kojja na koduku la unnavey,Yes
"Thedda, thedda, thedda gadu vadu ",Yes
Bro... So relatable...... Genuine answer of boys,No
Mama wasn't being ironic about moddagudu part 🏳🌈,Yes
nobody just the comment section going wild on ....GAY!!!,No
Mariii ko jana koduku la vunade viduuu,Yes
Enduku bro ninnu nuvve tittukuntav,No
Kojja na koduku la unnade vedu...,Yes
Evudra nuvvu intha talented ga unnav,No
Koja na Koduku la ga unna de veedu,Yes
bro you look so pretty,No
Bro Modagudu lo respect vundi Moda vatu bagutadi,Yes
That expression of him after saying,No
Bro ammai I'd pettu 🌚,No
now i understand boys entuku inkoka abbai ne pogadaroo,No
Broo ur looking like a Bright from Thailand ........>agree,No
Why r u gay,No
in what sense was this one of the best innings?,No
King Virat Fans Attendence,No
,
,
I think u should read the caption again. He said one of the best things happened. He created a world record by smashing 50 centuries in Odi’s. Isn’t it a proud thing,No
"NOT A SEMI- FINAL,, ITS SHAMI- FINAL 🏻",No
,
,
Evariki telusu ee abbayeyy peddayyaka intha la entertain chestadu ani,No
Super anniyaa,No
Same pandukothi laga unnav ra bahi,No
Hey liki 1st slide chala cute ga unnav,No
Anna pilla Puka APPUDU Baagunnav anna and also eppudu Nice,Yes
He so cute..........,No
Acham pandukothi lekkavunnav ra,No
Last picture>>>>>>>,No
Chinapude muthi meeda denagara bro,Yes
Bro was in a emo era in his childhood,No
Puli chinna apudu,No
Happy children's day ki anna childhood pic,No
Anna poligore ayyyy,No
That Pakilanja was intentional,Yes
Google maps be like:Chii deenamma veelle route adutaru route chupiste wrong ani nannu dengutaru,Yes
Vamo Buthulu ani ni notla ne shek ithunai,No
I asked my mother every meaning of the word u said. She slapped me and said to never ask her anything,No
Google maps use cheyani valuu lykk cheyandi🗿>>>>>>>>>>,No
High way kadha straight way,No
Last lo apple be like saripoindhi hero heroine kottukoni namidhaki vesesara,Yes
Google Maps: - Era Free ga ivvadame kakunda neetho matalau anipinchukovalsi ostundi. Kharma,No
Cool bro cool,No
Lambdi lanja ani enduku antunnav bro...!!,Yes
Mapples ekkinchuko bro best,No
Google maps be like;; paapam feel intunnadu(Sunil template),No
it's true,Yes
pakija  is ver nice brohh,Yes
lanja,Yes
kodaka,Yes
lanja koduku,Yes
lanja kodaka,Yes
munda,Yes
lanja,Yes
lanja munda,Yes
puku,Yes
puku munda,Yes
sulli daana,Yes
chillar munda,Yes
pichi guddoda,Yes
erri guddoda,Yes
pichi guddaloda,Yes
erri guddaloda,Yes
modda,Yes
modda gudu,Yes
madda gudu,Yes
guduvu,Yes
gudipey,Yes
madda cheeku,Yes
sulli cheeku,Yes
cheeku,Yes
ni amma,Yes
puku lanja,Yes
sulli ga,Yes
mental munda,Yes
mental munda kodaka,Yes
ni amman denga,Yes
kojja,Yes
kojja na kodaka,Yes
ninja munda,Yes
pichi lanjakodaka,Yes
pichi lanjodaka,Yes
pichi lanja,Yes
badcow,Yes
bhadkhao,Yes
ni abba,Yes
nee abba,Yes
ni notla madda,Yes
ni notla sulli,Yes
ni notla petti kodta,Yes
ni notla puku,Yes
That Pakilanja was intentional,Yes
Google maps be like:Chii deenamma veelle route adutaru route chupiste wrong ani nannu dengutaru,No
Vamo Buthulu ani ni Notla ne shek ithunai,No
I asked my mother every meaning of the word u said. She slapped me and said to never ask her anything,No
Google maps use cheyani valuu lykk cheyandi🗿>>>>>>>>>>,No
Last lo apple be like saripoindhi hero heroine kottukoni namidhaki vesesara,Yes
Google Maps: - Era Free ga ivvadame kakunda neetho matalau anipinchukovalsi ostundi. Kharma,No
High way kadha straight way,No
Cool bro cool,No
Lambdi lanja ani enduku antunnav bro...!!,Yes
Mapples ekkinchuko bro best,No
Google maps be like;; paapam feel intunnadu(Sunil template),No
it's true,No
pakija  is ver nice brohh,No
,
,
,
,
,
Asalu Google maps ki ammayi voice andhuku pettara babu na moddala voice adhi,Yes
"Bro neede iphone e kada, maps open cheyyachu kada",No
,
sry ra tappu nedi kadu Google de,No
Eri puka,Yes
,
,
Paki lanja,Yes
Bro ni buthulu vinte vunna badha kopam motham pothundhi bro,No
,
,
Endhi bro antha matannav..,No
Bagudhi Anna nijaga bagudhi,No
Rey evarra edhi chesindhi,No
Em ana feel undhi Mawa eda,No
Rey avadra idi chesindi inka bujji bajjo amyna amtademl ani vintunna jagrattaga,No
Pooka Ane maata burgundy kaany adi neen ammma pukku aiiunte bagundedi lagagodaka,Yes
అయ్యో అయ్యో,
బ్రో నీకు దండం బ్రో నవ్వలేక సచ్చాను ఏమంటాధి అని ఆత్రంగా వింటుంటే వామ్మో  ఎంటి బ్రో నవ్వు ఆగడం లేదు నాకు,
Ori narayano pakkana girls unnaru,No
Athul,Yes
Airanevachalenti,No
Boron antuna,No
,
Kondaaa,No
ng,
,
Nee amma puku raa,Yes
,
,
,
,
.mithran20_,
,
,
Pukugudu,Yes
Pukesh ani,Yes
.mallikarjuna_reddy,
Ela bro ela adi e creativity ela bro,No
,
,
Airanevamchala enti,No
Navvi navvi sachipothe who is responsibility sir,No
,
Movie name,No
Itu rara puka,Yes
,
Airon aa vachalaa enti,No
,
,
,
Iii hatee my mind brohh,No
Anni pettina undante sahasam ane chepali,No
This is what happens when you edit clips without context,No
Dude mom listened to this without watching my phone,No
Anni sarlu pettadu ante sahasame ani cheppali,No
Aatagaadlu aatagadlu andaru aatagadlu,No
కళ్ళు మూసుకుని వీడియో వినండి ఇంకా బాగుంటుంది,
Ree entra edhi 🏼🏼,No
Sarigga cheppu yenni sarlu pettadu please,Yes
Colse youre Eyes and lisan to this video...,No
,
Ee petutukovatam pettukovatam kyahai,No
1st video follow & support,No
Hmm..adi task ra jaffa,Yes
,
Guntur karam ✖ makenti ee ghoram,No
Dukudu  maddagadu,Yes
Dum Masala,No
Aachi masala,No
Maharshi adivi manishi,No
MBMG,Yes
Guntur kaaram  kollu Faaram,No
Comments  diamonds,No
Mahesh babu  maaku yendukura babu,No
Bharath Ane nenu erripuk Ane nenu,Yes
Dum masala pan masala,No
Guntur karam  gudi na koduku,Yes
Guntur karam  Goddu karam,No
Guntur karam gudhalo kaaram,Yes
Pokirichapri,No
Goddu karam,No
Guntur kaaram  kalthi kaaram,No
Dum masala   chicken masala,No
Bale kammadengutunnaranna meeru,Yes
Bobby dhobi,No
,
Pokiripukiri,Yes
Guntur karamkalthi karam,No
